"","year.FRP","FRP","Uniq_ID","sample_day","infection_status","maturity","Holding_Tank","Low_Tag","High_Tag","sample","treatment_tank","where","tube_number","Comments","death","comments","CW","SC","CH","Imm.mat","Run_ID","Assay_Name","Test_Name","Test_Date","Qubit_tube_conc","Units","Original_sample_conc","Units.1","Sample_Volume","Dilution_Factor","Std_1_RFU","Std_2_RFU","Excitation","Emission","Far_Red_RFU","X"
"440","2017-6262",6262,"6262_289_12",12,1,"I","5W",3651,3856,NA,5,"",289,"","11/16/17","","135.5","3","20.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2017-6263",6263,"6263_179_9",9,1,"I","1C",3653,3857,NA,6,"anywhere",179,"","","","129.2","3","20.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2017-6263",6263,"6263_368_12",12,1,"I","6W",3653,3857,NA,6,"",368,"","11/12/17","","129.2","3","20.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2017-6264",6264,"6264_180_9",9,0,"I","1C",3660,3863,NA,4,"anywhere",180,"","11/13/17","","125","3","20.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2017-6264",6264,"6264_268_12",12,0,"I","4W",3660,3863,NA,4,"",268,"","","","125","3","20.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2017-6265",6265,"6265_155_9",9,0,"I","1C",3669,3874,NA,5,"anywhere",155,"","","","133","3","22.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2017-6265",6265,"6265_282_12",12,0,"I","5W",3669,3874,NA,5,"",282,"","11/16/17","","133","3","22.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2017-6266",6266,"6266_156_9",9,1,"I","1C",3671,3875,NA,4,"anywhere",156,"","11/13/17","","136.6","3","22","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2017-6266",6266,"6266_264_12",12,1,"I","4W",3671,3875,NA,4,"",264,"","","","136.6","3","22","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2017-6267",6267,"6267_159_9",9,1,"I","1C",3672,3876,NA,5,"anywhere",159,"","","","133","3","19.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2017-6267",6267,"6267_288_12",12,1,"I","5W",3672,3876,NA,5,"",288,"","11/17/17","","133","3","19.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2017-6268",6268,"6268_97_9",9,0,"I","1C",3673,3877,NA,6,"anywhere",97,"","","","130","3","20.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2017-6268",6268,"6268_369_12",12,0,"I","6W",3673,3877,NA,6,"",369,"","11/12/17","","130","3","20.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2017-6269",6269,"6269_160_9",9,1,"I","1C",3677,3880,NA,6,"anywhere",160,"","","","145.6","3","22.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2017-6269",6269,"6269_364_12",12,1,"I","6W",3677,3880,NA,6,"",364,"","11/12/17","","145.6","3","22.4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2017-6270",6270,"6270_131_9",9,0,"M","3C",3702,3902,NA,4,"anywhere",131,"","11/12/17","","129.8","4","28.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2017-6270",6270,"6270_269_12",12,0,"M","4W",3702,3902,NA,4,"",269,"","","","129.8","4","28.8","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2017-6271",6271,"6271_105_9",9,0,"M","3C",3708,3717,NA,5,"anywhere",105,"","","","134.1","3","26","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2017-6271",6271,"6271_295_12",12,0,"M","5W",3708,3717,NA,5,"",295,"","11/16/17","","134.1","3","26","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2017-6272",6272,"6272_111_9",9,0,"I","3C",3715,3719,NA,8,"drain end",111,"","","","124.5","3","20.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2017-6272",6272,"6272_338_12",12,0,"I","8A",3715,3719,NA,8,"",338,"","11/16/17","","124.5","3","20.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2017-6273",6273,"6273_127_9",9,1,"I","3C",3720,3915,NA,5,"anywhere",127,"","","","133.7","3","19.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2017-6273",6273,"6273_280_12",12,1,"I","5W",3720,3915,NA,5,"",280,"","11/12/17","","133.7","3","19.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2017-6274",6274,"6274_122_9",9,1,"I","3C",3721,3908,NA,6,"anywhere",122,"","","","131.8","3","19.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2017-6274",6274,"6274_367_12",12,1,"I","6W",3721,3908,NA,6,"",367,"","11/12/17","","131.8","3","19.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2017-6275",6275,"6275_110_9",9,3,"M","3C",3727,3911,NA,6,"anywhere",110,"","","","127.1","3","26.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2017-6275",6275,"6275_372_12",12,3,"M","6W",3727,3911,NA,6,"",372,"","11/12/17","","127.1","3","26.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2017-6276",6276,"6276_50_9",9,0,"I","9A",3381,3517,NA,9,"drain end",50,"","11/10/17","","112","4","19.5","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2017-6277",6277,"6277_177_9",9,0,"I","1C",3652,3855,NA,3,"drain end",177,"","11/10/17","","126.3","3","22.7","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2017-6278",6278,"6278_147_9",9,1,"I","2C",3633,3812,NA,1,"drain end",147,"","","","128.4","4","18","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2017-6278",6278,"6278__12",12,1,"I","1C",3633,3812,NA,1,"",NA,"","tubes 211,217 not recorded; 219 recorded twice","","128.4","4","18","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2017-6278",6278,"6278_413_26",26,1,"I","1C",3633,3812,NA,1,"",413,"","","","128.4","4","18","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2017-6279",6279,"6279_13_9",9,1,"I","8A",3182,3184,NA,1,"drain end",13,"","3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure","","111.6","3","13.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2017-6279",6279,"6279_219_12",12,1,"I","1C",3182,3184,NA,1,"",219,"","3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure","","111.6","3","13.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2017-6279",6279,"6279_411_26",26,1,"I","1C",3182,3184,NA,1,"",411,"","3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure","","111.6","3","13.9","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2017-6280",6280,"6280_tes_NA",NA,3,NA,NA,3114,3133,NA,NA,"",NA,"for Steven to test RNA yield; not in experiment","","","#N/A","#N/A","#N/A","#N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2017-6281",6281,"6281_tes_NA",NA,3,"I",NA,3712,3726,NA,NA,"",NA,"for Steven to test RNA yield; not in experiment","","","131.4","3","22.6","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2017-6282",6282,"6282_tes_NA",NA,3,"M",NA,3016,3424,NA,NA,"",NA,"for Steven to test RNA yield; not in experiment","","","129.5","3","26.9","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
